,kms_driven,owner,mileage,power,brand,engine,age,city,city_tier,price
0,17000.0,1,35.0,19.0,Bajaj,,5,Hyderabad,1,63500.0
1,50000.0,1,35.0,19.8,Royal,350,6,Hyderabad,1,115000.0
2,14795.0,1,30.0,28.0,Hyosung,,10,Hyderabad,1,300000.0
3,,1,,34.5,Bajaj,,5,Pondicherry,3,100000.0
4,2000.0,1,,30.0,Jawa,330,2,Bangalore,1,197500.0
5,24561.0,3,35.0,25.0,KTM,200,10,Bangalore,1,63400.0
6,19718.0,1,65.0,17.0,Bajaj,180,6,Bangalore,1,55000.0
7,,1,40.0,20.21,TVS,,2,Hyderabad,1,120000.0
8,1350.0,1,25.0,42.9,KTM,390,4,Jaipur,2,198000.0
9,,1,58.0,13.0,Yamaha,150,8,Bangalore,1,40000.0
10,25000.0,1,35.0,19.8,Royal,350,4,Chennai,1,136900.0
11,26240.0,1,32.0,24.5,Royal,410,6,Ghaziabad,2,112000.0
12,18866.0,1,40.0,19.8,Royal,350,5,Delhi,1,110000.0
13,,1,65.0,10.0,Honda,125,4,Delhi,1,50000.0
14,,1,30.0,18.0,Royal,350,3,Delhi,1,131000.0
15,,3,42.0,23.2,Bajaj,,4,Delhi,1,53000.0
16,12634.0,1,35.0,19.8,Royal,350,3,Delhi,1,160000.0
17,,1,37.0,19.8,Royal,350,7,Delhi,1,121000.0
18,13000.0,1,37.0,19.8,Royal,350,6,Delhi,1,111000.0
19,28000.0,1,40.0,19.8,Royal,350,3,Delhi,1,131500.0
20,,1,60.0,14.0,Honda,150,6,Delhi,1,52000.0
21,23350.0,1,37.0,19.0,Royal,350,4,Delhi,1,115000.0
22,,1,65.0,14.85,Bajaj,150,8,Delhi,1,47000.0
23,9551.0,1,53.0,19.0,Bajaj,,6,Delhi,1,52000.0
24,23522.0,1,37.0,19.8,Royal,350,4,Ludhiana,2,190000.0
25,25000.0,1,40.0,19.8,Royal,350,7,Delhi,1,67000.0
26,12000.0,1,55.0,12.0,Yamaha,150,10,Delhi,1,28000.0
27,10168.0,1,45.0,13.0,Yamaha,150,7,Delhi,1,44000.0
28,7000.0,1,35.0,19.8,Royal,350,4,Delhi,1,141500.0
29,12000.0,1,35.0,19.8,Royal,350,6,Delhi,1,110000.0
30,,1,42.0,23.2,Bajaj,,2,Delhi,1,118000.0
31,26683.0,1,38.0,21.0,Bajaj,,6,Delhi,1,65000.0
32,6900.0,1,35.0,24.8,UM,,4,Bangalore,1,148000.0
33,15000.0,1,,13.0,Hero,150,3,Jaunpur,3,48000.0
34,,1,58.0,13.0,Yamaha,150,5,Mumbai,1,47475.0
35,30202.0,2,29.0,26.15,Honda,,11,Mumbai,1,58000.0
36,50000.0,1,55.0,8.9,Hero,125,3,Chittorgarh,3,63000.0
37,,1,65.0,15.0,Bajaj,150,4,Chittorgarh,3,48000.0
38,40000.0,1,75.0,9.0,Hero,125,3,Chittorgarh,3,60000.0
39,20805.0,1,35.0,19.8,Royal,350,7,Delhi,1,95000.0
40,45000.0,1,,8.6,Bajaj,110,3,Chittorgarh,3,46000.0
41,28200.0,1,38.0,21.0,Bajaj,,6,Bangalore,1,58000.0
42,50000.0,1,35.0,19.8,Royal,350,11,Thalassery,3,70000.0
43,14000.0,1,53.0,19.0,Bajaj,,6,Hyderabad,1,55000.0
44,55000.0,1,38.0,21.0,Bajaj,220,7,Chittorgarh,3,45000.0
45,30000.0,1,65.0,17.0,Bajaj,180,4,Delhi,1,62000.0
46,1650.0,1,37.0,19.8,Royal,350,4,Bathinda,3,140000.0
47,45000.0,1,55.0,11.0,Hero,125,8,Hyderabad,1,30000.0
48,,1,65.0,10.0,Honda,125,3,Gurgaon,3,51000.0
49,33000.0,1,40.0,17.0,Hero,223,13,Delhi,1,18000.0
50,27300.0,1,,19.8,Royal,350,3,Hyderabad,1,130000.0
51,5700.0,1,35.0,24.6,KTM,200,1,Mumbai,1,207500.0
52,15000.0,2,32.0,24.5,Royal,410,3,Mumbai,1,181562.0
53,21000.0,1,25.0,27.2,Royal,500,9,Dehradun,3,110000.0
54,9000.0,1,35.0,19.1,Royal,350,2,Mumbai,1,207500.0
55,35000.0,1,63.0,14.0,Suzuki,150,7,Pune,1,54468.0
56,,1,65.0,10.0,Honda,125,4,Kukatpally,3,70000.0
57,20864.0,1,38.0,21.0,Bajaj,220,5,Delhi,1,55000.0
58,,1,65.0,14.85,Bajaj,150,14,Pune,1,30087.0
59,44228.0,1,55.0,8.0,Hero,110,3,Chittorgarh,3,57000.0
60,,1,,34.5,Bajaj,,5,Bangalore,1,150000.0
61,7000.0,1,31.85,29.63,Husqvarna,,2,Mumbai,1,197125.0
62,9000.0,1,,19.8,Royal,350,3,Mumbai,1,166000.0
63,21500.0,1,,16.1,TVS,,3,Hyderabad,1,93000.0
64,,2,40.0,20.23,TVS,,4,Hyderabad,1,88000.0
65,7714.0,1,40.0,19.8,Royal,350,3,Delhi,1,135000.0
66,60000.0,1,45.0,13.0,Yamaha,150,10,Delhi,1,32000.0
67,5389.0,1,35.0,19.8,Royal,,2,Delhi,1,165000.0
68,9500.0,1,,26.1,Suzuki,250,3,Hyderabad,1,120000.0
69,12573.0,1,,18.7,Yamaha,150,3,Delhi,1,128000.0
70,34000.0,1,,,Hero,,5,Chittorgarh,3,45000.0
71,28240.0,1,,9.3,Hero,110,3,Chittorgarh,3,50000.0
72,30000.0,1,5.0,8.2,Hero,100,4,Chittorgarh,3,42000.0
73,38000.0,2,38.0,21.0,Bajaj,220,12,Dehradun,3,30000.0
74,9563.0,2,45.0,14.3,Bajaj,,5,Navi mumbai,3,39000.0
75,23000.0,1,,26.1,Suzuki,250,3,Lucknow,2,70000.0
76,67000.0,1,5.0,8.2,Hero,100,11,Delhi,1,26000.0
77,56194.0,1,5.0,8.2,Hero,100,11,Delhi,1,20000.0
78,,1,65.0,14.85,Bajaj,150,8,Pune,1,40000.0
79,27000.0,2,45.0,13.0,Yamaha,150,8,Hyderabad,1,48500.0
80,37788.0,1,50.0,11.9,Yamaha,150,9,Siliguri,2,43000.0
81,,1,45.0,17.2,TVS,180,5,Bengaluru,3,80000.0
82,,1,35.0,24.5,Bajaj,,4,Delhi,1,110000.0
83,,1,35.0,24.16,Bajaj,,7,Pune,1,76300.0
84,5700.0,1,,18.7,Yamaha,,3,Gurgaon,3,117500.0
85,19000.0,1,,18.7,Yamaha,,3,Rajkot,2,125000.0
86,23000.0,1,35.0,19.8,Royal,350,8,Bangalore,1,114500.0
87,,1,35.0,24.5,Bajaj,,4,Agra,2,100000.0
88,,1,35.0,24.5,Bajaj,,5,Bhiwandi,2,115000.0
89,28000.0,1,35.0,25.1,KTM,200,6,Pune,1,90000.0
90,5000.0,1,,10.72,Honda,,2,Patna,2,81000.0
91,25000.0,1,22.0,33.0,TVS,,3,Udaipur,3,95000.0
92,9000.0,1,38.0,21.0,Bajaj,,3,Bangalore,1,114125.0
93,39500.0,1,35.0,19.8,Royal,350,6,Bihar shariff,3,95000.0
94,,1,58.0,13.0,Yamaha,150,5,Hyderabad,1,72000.0
95,1600.0,1,26.0,29.1,Royal,535,7,Jalandhar,2,165000.0
96,42821.0,1,42.0,16.0,Yamaha,150,14,Mumbai,1,42000.0
97,,1,37.0,19.8,Royal,350,2,Bangalore,1,150000.0
98,,1,65.0,15.0,Bajaj,150,4,Chittorgarh,3,58000.0
99,,1,104.0,8.2,Bajaj,100,3,Chittorgarh,3,57000.0
100,40000.0,1,,8.6,Bajaj,110,3,Chittorgarh,3,45000.0
101,15990.0,1,40.0,19.8,Royal,350,10,Delhi,1,70000.0
102,18000.0,1,38.0,21.0,Bajaj,,4,Vadodara,2,75000.0
103,,1,65.0,10.0,Honda,125,15,Mumbai,1,9000.0
104,29500.0,1,42.0,16.7,Yamaha,150,5,Hyderabad,1,87500.0
105,52000.0,1,55.0,11.0,Hero,125,9,Visakhapatnam,2,30000.0
106,500.0,1,,18.23,Yamaha,150,1,Hyderabad,1,150500.0
107,11000.0,2,,,Bajaj,,4,Delhi,1,90000.0
108,7259.0,1,65.0,8.1,Hero,100,4,Pune,1,22500.0
109,4600.0,1,,27.2,Royal,500,3,Mumbai,1,181562.0
110,,1,,34.5,Bajaj,,4,Mumbai,1,145250.0
111,40000.0,1,39.4,18.1,Hero,,3,Chittorgarh,3,70000.0
112,45000.0,2,42.0,16.7,Yamaha,150,6,Bangalore,1,92000.0
113,38000.0,1,89.0,8.1,Bajaj,100,4,Chittorgarh,3,45000.0
114,,1,52.0,15.44,Honda,,6,Mumbai,1,38000.0
115,48000.0,1,,13.0,Hero,150,4,Chittorgarh,3,48000.0
116,13000.0,1,35.0,19.8,Royal,,2,Mumbai,1,207500.0
117,16000.0,1,35.0,19.8,Royal,350,3,Mumbai,1,176375.0
118,39000.0,1,45.0,13.0,Yamaha,150,8,Pune,1,49800.0
119,,1,45.0,13.0,Yamaha,150,8,Mumbai,1,30000.0
120,126.0,1,65.0,15.0,Bajaj,150,19,Thiruvananthapuram,2,24501.0
121,,1,80.0,7.7,Bajaj,100,11,Mumbai,1,28000.0
122,15745.0,1,89.0,8.1,Bajaj,100,6,Bangalore,1,20180.0
123,26300.0,1,63.0,14.0,Suzuki,150,6,Bangalore,1,50000.0
124,75000.0,1,55.0,8.2,Hero,,3,Ahmedabad,1,30000.0
125,65000.0,1,40.0,17.0,Hero,223,12,Pune,1,40000.0
126,15000.0,1,38.0,21.0,Bajaj,,4,Bangalore,1,76775.0
127,26000.0,1,,19.0,Yamaha,150,3,Bangalore,1,115000.0
128,20000.0,1,35.0,25.1,KTM,200,5,Bareilly,2,155000.0
129,43000.0,1,,,Hero,,5,Chittorgarh,3,49000.0
130,,1,65.0,15.0,Bajaj,150,5,Thane,3,58400.0
131,20167.0,1,,18.7,Yamaha,150,4,Bathinda,3,118500.0
132,,1,,34.5,Bajaj,,3,Kannur,2,165200.0
133,40000.0,1,25.0,27.2,Royal,500,5,Visakhapatnam,2,150500.0
134,,1,30.0,18.0,Royal,350,3,Gurgaon,3,130000.0
135,185.0,1,,,Hyosung,,1,Chennai,1,127500.0
136,956.0,1,55.0,7.91,Hero,100,1,Delhi,1,73000.0
137,,1,84.0,8.25,Honda,110,7,Chennai,1,31000.0
138,28700.0,1,,19.8,Royal,350,3,Surat,2,170000.0
139,8300.0,1,40.0,17.03,Honda,,1,Mumbai,1,120000.0
140,9097.0,1,53.0,19.0,Bajaj,,4,Gurgaon,3,70000.0
141,15950.0,1,45.0,14.3,Bajaj,,5,Hyderabad,1,67500.0
142,17000.0,1,43.0,20.3,Yamaha,250,4,Hyderabad,1,98500.0
143,22605.0,2,45.0,13.0,Yamaha,150,9,Delhi,1,35000.0
144,20372.0,1,,,TVS,160,8,Delhi,1,42000.0
145,,1,,8.25,Honda,110,7,Vadodara,2,37500.0
146,23000.0,1,5.0,8.2,Hero,100,9,Vadodara,2,34000.0
147,5800.0,1,37.0,19.8,Royal,350,7,Delhi,1,110000.0
148,25000.0,2,32.0,27.2,Royal,500,7,Bangalore,1,125000.0
149,25000.0,1,5.0,8.2,Hero,100,6,Kurukshetra,3,18750.0
150,15671.0,2,42.0,16.7,Yamaha,150,7,Delhi,1,65000.0
151,1300.0,1,35.0,19.1,Royal,350,1,Mumbai,1,207500.0
152,2500.0,1,31.85,29.63,Husqvarna,,2,Mumbai,1,202312.0
153,22000.0,1,32.0,24.5,Royal,410,4,Hyderabad,1,175000.0
154,,1,35.0,23.19,Bajaj,,9,Pune,1,47000.0
155,450.0,1,22.0,33.0,TVS,,2,Hyderabad,1,263000.0
156,,1,35.0,24.5,Bajaj,,6,Bangalore,1,85000.0
157,4930.0,1,,27.0,Jawa,,3,Moradabad,2,140000.0
158,,1,45.0,17.3,TVS,180,4,Delhi,1,58000.0
159,35000.0,1,65.0,,Hero,150,11,Gurgaon,3,25000.0
160,15000.0,1,95.0,7.4,TVS,100,8,Bhagalpur,3,36000.0
161,17700.0,1,5.0,8.2,Hero,100,8,Hyderabad,1,38000.0
162,21000.0,1,38.0,21.0,Bajaj,220,6,Delhi,1,58200.0
163,11500.0,1,,14.3,KTM,125,3,Bangalore,1,124500.0
164,,1,40.0,20.23,TVS,,3,Hyderabad,1,90000.0
165,,1,58.0,13.0,Yamaha,150,7,Hooghly,3,46000.0
166,8019.0,1,53.72,14.79,Bajaj,,2,Jhunjhunu,3,85000.0
167,930.0,1,26.0,42.3,KTM,390,2,Hyderabad,1,290000.0
168,46740.0,1,38.0,21.0,Bajaj,,7,Mumbai,1,40000.0
169,12000.0,1,35.0,19.8,Royal,350,3,Kochi,2,170000.0
170,13000.0,1,,29.6,KTM,250,2,Srikakulam,3,199999.0
171,1475.0,1,45.8,20.78,Honda,,2,Delhi,1,173300.0
172,,1,,34.5,Bajaj,,3,Jamshedpur,2,157600.0
173,14300.0,1,35.0,19.8,Royal,350,7,Bangalore,1,100000.0
174,28000.0,1,40.0,19.8,Royal,350,6,Ahmedabad,1,82050.0
175,,1,42.0,23.2,Bajaj,,4,Hazaribagh,3,65000.0
176,,3,42.0,23.2,Bajaj,,4,Delhi,1,56000.0
177,30000.0,1,38.0,21.0,Bajaj,,6,Bangalore,1,70000.0
178,25000.0,1,48.0,20.0,Hero,223,6,Noida,3,46992.0
179,11000.0,1,35.0,25.0,UM,,3,Mumbai,1,115000.0
180,2500.0,1,35.0,19.8,Royal,350,6,Delhi,1,117000.0
181,16781.0,1,25.0,19.8,Royal,350,5,Bangalore,1,112500.0
182,,1,65.0,14.85,Bajaj,150,9,Delhi,1,29100.0
183,26000.0,1,35.0,24.8,UM,,5,Bangalore,1,77815.0
184,,1,45.0,17.2,TVS,180,7,Delhi,1,44000.0
185,18000.0,1,52.0,12.9,Yamaha,150,4,Bangalore,1,74700.0
186,7000.0,1,35.0,19.8,Royal,350,3,Chandigarh,2,170000.0
187,2300.0,1,35.0,19.8,Royal,,3,Chandigarh,2,195000.0
188,12000.0,1,,14.3,KTM,125,3,Chandigarh,2,135000.0
189,4600.0,1,26.0,29.1,Royal,535,7,Lucknow,2,135000.0
190,28912.0,2,35.0,25.0,KTM,200,8,Bangalore,1,93999.0
191,7800.0,1,53.0,19.0,Bajaj,,6,Bangalore,1,60000.0
192,37000.0,1,65.0,,Bajaj,125,5,Reasi,3,32250.0
193,70000.0,1,,,Hero,223,12,Noida,3,19215.0
194,50000.0,2,40.0,19.0,Bajaj,220,6,Pune,1,51000.0
195,85000.0,2,,16.1,TVS,,4,Delhi,1,55000.0
196,,1,65.0,14.85,Bajaj,150,13,Delhi,1,14000.0
197,3500.0,1,22.0,33.0,TVS,,1,Delhi,1,249000.0
198,3400.0,2,26.0,42.3,KTM,390,6,Gurgaon,3,150000.0
199,6500.0,1,89.0,8.1,Bajaj,100,2,Jalandhar,2,55000.0
200,36500.0,1,57.0,12.0,Bajaj,125,5,Ludhiana,2,55000.0
201,3500.0,1,35.0,25.1,KTM,200,2,Chandigarh,2,215000.0
202,4900.0,1,35.0,19.8,Royal,350,4,Chandigarh,2,165000.0
203,14500.0,1,35.0,19.8,Royal,350,3,Ambala,3,157000.0
204,6000.0,1,35.0,19.1,Royal,350,2,Chandigarh,2,210000.0
205,8000.0,1,,19.8,Royal,350,3,Chandigarh,2,160000.0
206,,1,65.0,10.0,Honda,125,8,Bangalore,1,47000.0
207,3600.0,1,35.0,19.0,Bajaj,,4,Chandigarh,2,115000.0
208,14000.0,2,30.0,19.8,Royal,350,13,Chandigarh,2,125000.0
209,49000.0,1,40.0,19.8,Royal,350,10,Panchkula,3,73000.0
210,,2,45.0,13.7,TVS,150,10,Chandigarh,2,58000.0
211,5000.0,1,,27.0,Jawa,,2,Pune,1,190000.0
212,13000.0,1,35.0,19.1,Royal,350,2,Chandigarh,2,209000.0
213,8000.0,1,35.0,27.2,Royal,500,3,Chandigarh,2,205000.0
214,,1,84.0,8.25,Honda,110,5,Ahmedabad,1,52000.0
215,7000.0,1,35.0,19.8,Royal,350,4,Chandigarh,2,170000.0
216,18000.0,1,42.0,16.0,Yamaha,150,6,Ambala,3,65000.0
217,4000.0,1,40.0,19.8,Royal,350,4,Jalandhar,2,150000.0
218,12000.0,1,35.0,19.8,Royal,350,3,Delhi,1,162000.0
219,3000.0,1,32.0,24.3,Royal,410,2,Delhi,1,210000.0
220,38000.0,1,60.0,8.5,Mahindra,110,8,Hyderabad,1,33000.0
221,28800.0,1,67.0,8.1,Bajaj,,6,Bangalore,1,39000.0
222,36000.0,1,55.0,,Hero,100,3,Chittorgarh,3,53000.0
223,5659.0,1,35.0,19.1,Royal,350,2,Mumbai,1,185000.0
224,,2,58.0,13.0,Yamaha,150,7,Jalandhar,2,73000.0
225,,1,37.0,19.8,Royal,350,4,Jalandhar,2,150000.0
226,,1,58.0,13.0,Yamaha,150,6,Delhi,1,37500.0
227,,1,65.0,14.85,Bajaj,150,10,Delhi,1,24000.0
228,39000.0,1,63.0,14.0,Suzuki,150,7,Bangalore,1,46500.0
229,39000.0,1,40.0,19.0,Bajaj,220,11,Ahmedabad,1,27899.0
230,21500.0,1,22.0,33.0,TVS,,5,Patna,2,35000.0
231,,1,52.0,13.82,Honda,,3,Mumbai,1,99000.0
232,13700.0,1,40.0,14.6,Suzuki,150,3,Mumbai,1,110000.0
233,4890.0,1,55.0,12.5,Honda,,1,Mumbai,1,112000.0
234,38998.0,1,40.0,19.8,Royal,350,11,Bangalore,1,95000.0
235,18649.0,1,81.0,8.2,Hero,100,5,Bathinda,3,49500.0
236,15648.0,2,89.0,8.1,Bajaj,100,7,Bathinda,3,32500.0
237,,1,60.0,7.5,Yamaha,110,8,Hyderabad,1,28000.0
238,42000.0,1,55.0,8.9,Hero,125,8,Hyderabad,1,38000.0
239,29000.0,1,32.0,27.2,Royal,500,9,Chandigarh,2,130000.0
240,52000.0,1,81.0,8.2,Hero,100,8,Hyderabad,1,39000.0
241,40000.0,1,65.0,,Bajaj,125,9,Hyderabad,1,32000.0
242,46000.0,1,55.0,8.9,Hero,125,8,Hyderabad,1,39000.0
243,38000.0,1,37.0,19.8,Royal,350,9,Hyderabad,1,120000.0
244,,1,65.0,10.0,Honda,125,7,Ahmedabad,1,25000.0
245,31000.0,1,25.0,42.9,KTM,390,6,Mumbai,1,135000.0
246,,1,65.0,14.85,Bajaj,150,13,Jaipur,2,15000.0
247,2500.0,1,,19.8,Royal,350,3,Chandigarh,2,160000.0
248,,1,60.0,15.2,TVS,160,11,Bangalore,1,40000.0
249,25300.0,1,57.0,11.8,Bajaj,150,6,Bangalore,1,45000.0
250,,fourth owner or more,35.0,24.16,Bajaj,,7,Delhi,1,41000.0
251,16805.0,1,35.0,19.8,Royal,350,5,Delhi,1,132000.0
252,19837.0,1,35.0,19.8,Royal,350,6,Delhi,1,110000.0
253,13562.0,1,35.0,19.8,Royal,350,4,Delhi,1,125000.0
254,6500.0,1,35.0,19.8,Royal,350,3,Chandigarh,2,190000.0
255,32000.0,2,35.0,25.1,KTM,200,4,Balotra,3,130000.0
256,15000.0,2,30.0,19.8,Royal,350,19,Hyderabad,1,160000.0
257,13400.0,1,40.0,19.8,Royal,350,6,Gurgaon,3,111100.0
258,,1,45.0,17.3,TVS,180,6,Delhi,1,48000.0
259,95000.0,2,,16.1,TVS,,3,Delhi,1,55000.0
260,14494.0,1,40.0,19.8,Royal,350,4,Bangalore,1,148000.0
261,15000.0,1,35.0,19.8,Royal,350,5,Rajkot,2,133000.0
262,,1,60.0,15.2,TVS,160,4,Mumbai,1,55000.0
263,95000.0,2,,16.1,TVS,,3,Mumbai,1,61000.0
264,,1,60.0,15.2,TVS,160,5,Mumbai,1,51000.0
265,47500.0,1,45.0,13.0,Yamaha,150,10,Bangalore,1,35000.0
266,25000.0,1,25.0,19.8,Royal,350,6,Rajkot,2,89280.0
267,30971.0,1,45.0,14.3,Bajaj,,5,Mumbai,1,55000.0
268,25600.0,1,40.0,19.0,Bajaj,220,8,Mumbai,1,36312.0
269,50000.0,2,40.0,19.8,Royal,350,9,Jalandhar,2,86000.0
270,24000.0,1,35.0,19.8,Royal,350,7,Bangalore,1,110000.0
271,25500.0,1,45.0,13.0,Yamaha,150,9,Jaipur,2,35000.0
272,125000.0,1,89.0,8.1,Bajaj,100,16,Sonipat,3,9900.0
273,30500.0,1,40.0,19.8,Royal,350,5,Gurgaon,3,150000.0
274,,2,60.0,15.2,TVS,160,2,Delhi,1,56000.0
275,,1,60.0,15.2,TVS,160,8,Delhi,1,39000.0
276,,1,52.0,15.44,Honda,,5,Gurgaon,3,54000.0
277,,1,65.0,15.0,Bajaj,150,4,Bangalore,1,70000.0
278,,1,60.0,15.2,TVS,160,5,Delhi,1,62000.0
279,,1,45.0,17.2,TVS,180,7,Delhi,1,52000.0
280,8500.0,1,45.0,13.0,Yamaha,150,6,Delhi,1,54000.0
281,40000.0,2,5.0,8.2,Hero,100,8,Ahmedabad,1,24910.0
282,,1,65.0,14.85,Bajaj,150,8,Delhi,1,32500.0
283,15000.0,1,40.0,19.8,Royal,350,6,Delhi,1,95000.0
284,,1,65.0,14.85,Bajaj,150,15,Delhi,1,10000.0
285,10143.0,1,55.0,8.0,Hero,,4,Delhi,1,41500.0
286,16000.0,2,25.0,,Royal,500,6,Kochi,2,65000.0
287,14500.0,1,81.0,8.2,Hero,100,5,Delhi,1,42500.0
288,20000.0,2,35.0,19.8,Royal,350,6,Bangalore,1,149000.0
289,,1,58.0,13.0,Yamaha,150,4,Bangalore,1,95000.0
290,,1,60.0,14.0,Honda,150,9,Bangalore,1,52000.0
291,16000.0,1,55.0,9.3,Hero,110,5,Bangalore,1,56000.0
292,20000.0,1,55.0,8.2,Hero,100,6,Bangalore,1,55000.0
293,22000.0,1,38.0,21.0,Bajaj,220,6,Bangalore,1,75000.0
294,16000.0,1,40.0,24.2,Bajaj,,7,Bangalore,1,79999.0
295,30500.0,1,63.0,14.0,Suzuki,150,5,Kolkata,1,56000.0
296,7259.0,1,65.0,8.1,Hero,100,4,Delhi,1,22500.0
297,45990.0,1,75.0,9.0,Hero,125,3,Chittorgarh,3,58000.0
298,15500.0,2,75.0,9.0,Hero,125,3,Bangalore,1,35000.0
299,,1,42.0,23.2,Bajaj,,4,Mumbai,1,85000.0
300,600.0,1,,27.0,Jawa,,3,Ludhiana,2,162000.0
301,35364.0,2,53.0,19.0,Bajaj,,5,Mumbai,1,69000.0
302,2500.0,1,35.0,24.8,UM,,5,Chandigarh,2,150000.0
303,,1,58.0,13.0,Yamaha,150,7,Pune,1,60000.0
304,,1,35.0,24.5,Bajaj,,5,Mumbai,1,99000.0
305,,1,104.0,8.2,Bajaj,110,3,Mumbai,1,55000.0
306,4333.0,1,40.0,19.8,Royal,350,5,Mumbai,1,130900.0
307,3800.0,1,,14.3,KTM,125,1,Jind,3,175000.0
308,9301.0,1,35.0,19.8,Royal,350,3,Mumbai,1,175000.0
309,8000.0,1,,19.8,Royal,350,3,Ludhiana,2,155000.0
310,11573.0,1,,19.8,Royal,350,3,Trivandrum,3,160000.0
311,35000.0,1,35.0,19.8,Royal,350,7,Delhi,1,99999.0
312,78000.0,1,25.0,27.2,Royal,500,9,Noida,3,106683.0
313,18546.0,1,63.0,14.0,Suzuki,150,6,Bangalore,1,56430.0
314,25440.0,1,65.0,17.0,Bajaj,180,6,Chennai,1,45000.0
315,,1,60.0,15.2,TVS,160,4,Delhi,1,51000.0
316,,1,60.0,15.2,TVS,160,11,Delhi,1,29000.0
317,,1,55.0,13.8,Bajaj,150,2,Bangalore,1,77815.0
318,9500.0,1,,17.0,Bajaj,,3,Bangalore,1,77815.0
319,,1,40.0,20.7,TVS,,4,Mumbai,1,75000.0
320,49000.0,1,38.0,21.0,Bajaj,220,7,Mumbai,1,54000.0
321,9000.0,1,35.0,19.8,Royal,350,4,Ludhiana,2,130000.0
322,23000.0,1,60.0,14.0,Honda,150,8,Mumbai,1,38000.0
323,32568.0,1,59.0,8.5,Suzuki,125,6,Bangalore,1,25700.0
324,,1,60.0,15.2,TVS,160,14,Delhi,1,17000.0
325,32000.0,fourth owner or more,38.0,18.28,Honda,150,10,Navi mumbai,3,40000.0
326,,2,65.0,14.85,Bajaj,150,9,Ahmedabad,1,27899.0
327,,1,42.0,23.2,Bajaj,,3,Noida,3,102086.0
328,42000.0,1,40.0,19.8,Royal,350,7,Delhi,1,70000.0
329,45000.0,1,,,Bajaj,,5,Delhi,1,56000.0
330,15000.0,1,,,Bajaj,,4,Noida,3,72037.0
331,29000.0,1,63.0,14.0,Suzuki,150,7,Mumbai,1,41000.0
332,,1,60.0,15.2,TVS,160,8,Delhi,1,42400.0
333,,fourth owner or more,42.0,23.2,Bajaj,,4,Delhi,1,39000.0
334,29562.0,1,35.0,27.2,Royal,500,5,Bangalore,1,140000.0
335,16080.0,2,37.0,19.0,Royal,350,13,Delhi,1,60000.0
336,3500.0,1,,10.72,Honda,,2,Mathura,3,62000.0
337,1500.0,1,35.0,19.8,Royal,350,3,Delhi,1,184000.0
338,12738.0,1,81.0,8.2,Hero,,3,Delhi,1,54000.0
339,9100.0,1,35.0,19.8,Royal,350,4,Delhi,1,135000.0
340,11024.0,1,55.0,,Hero,100,4,Delhi,1,43000.0
341,24500.0,1,32.0,27.2,Royal,500,10,Gurgaon,3,79000.0
342,85000.0,2,,16.1,TVS,,3,Delhi,1,59000.0
343,58000.0,1,35.0,19.8,Royal,350,5,Visakhapatnam,2,114900.0
344,,1,58.0,13.0,Yamaha,150,4,Delhi,1,60000.0
345,1700.0,1,37.0,19.8,Royal,350,31,Bangalore,1,175000.0
346,9500.0,1,35.0,19.8,Royal,350,3,Panipat,3,160000.0
347,3200.0,1,,27.0,Jawa,,3,Ghaziabad,2,160000.0
348,14000.0,1,,12.2,Yamaha,150,3,Chandigarh,2,110000.0
349,700.0,1,35.0,19.8,Royal,350,3,Chandigarh,2,197000.0
350,6000.0,1,35.0,24.8,UM,,5,Chandigarh,2,145000.0
351,18000.0,1,43.0,20.3,Yamaha,250,5,Chandigarh,2,115000.0
352,60000.0,1,75.0,9.0,Hero,125,14,Pune,1,18000.0
353,1400.0,1,35.0,19.1,Royal,350,2,Chandigarh,2,195000.0
354,4000.0,1,,29.6,KTM,250,2,Jalandhar,2,225000.0
355,15000.0,2,32.0,24.5,Royal,410,5,Bangalore,1,180000.0
356,200.0,1,38.0,21.0,Bajaj,,2,Ludhiana,2,132000.0
357,30000.0,1,25.0,19.8,Royal,350,6,Mumbai,1,112800.0
358,18000.0,1,40.0,14.6,Suzuki,150,5,Kolkata,1,60800.0
359,,1,42.0,23.2,Bajaj,,5,Ghaziabad,2,54000.0
360,2900.0,1,,26.1,Suzuki,250,3,Sangli,2,165000.0
361,11000.0,1,35.0,19.8,Royal,350,4,Chandigarh,2,165000.0
362,,1,52.0,15.44,Honda,,5,Mumbai,1,69000.0
363,,1,104.0,8.2,Bajaj,100,5,Ludhiana,2,47000.0
364,9045.0,1,38.0,21.0,Bajaj,,4,Mumbai,1,80000.0
365,11000.0,1,50.0,14.3,Bajaj,,6,Jalandhar,2,75000.0
366,13230.0,1,35.0,19.8,Royal,350,3,Mumbai,1,175000.0
367,,2,37.0,19.8,Royal,350,5,Ambala,3,120000.0
368,8800.0,2,40.0,19.8,Royal,350,6,Ambala,3,110000.0
369,,1,52.0,15.44,Honda,,4,Vadodara,2,82000.0
370,10855.0,1,40.0,19.8,Royal,350,7,Delhi,1,95000.0
371,20671.0,1,35.0,19.8,Royal,350,6,Delhi,1,105000.0
372,16000.0,1,35.0,19.0,Bajaj,,6,Ahmedabad,1,70000.0
373,28500.0,1,35.0,19.8,Royal,350,7,Bangalore,1,115000.0
374,3700.0,1,,20.2,Royal,,1,Kolkata,1,180000.0
375,,1,60.0,15.2,TVS,160,4,Delhi,1,52000.0
376,3843.0,1,35.0,25.1,KTM,200,2,Bangalore,1,210000.0
